name,country_code,region,city,industry,employee_range,employee_count_est,company_age_years,founded_year,ipo_status,is_active,is_for_profit,cb_rank,has_funding,funding_total_usd,num_funding_rounds,last_funding_type,last_funding_year,fin_num_investors,it_spend_usd,active_tech_count,builtwith_num_technologies_used,semrush_visits_latest_month,monthly_visits_growth,num_contacts,num_employee_profiles,num_news,num_investors,num_acquisitions,num_current_positions,website,contact_email,contact_phone,active_hiring,recent_funding_event,web_visits_30d,email_engagement_score,crm_completeness_pct,days_since_last_contact,reply_rate_pct,deal_potential_usd,intent_score,last_contact_channel,lead_score,converted
Alpine Infusion,FR,EU,Bozel,Food and Beverage,11-50,30.0,24.0,2000.0,private,1,1,2837757.0,0,0,0,none,,0,289909.0,1.0,1.0,899.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.alpineinfusion.com/UK/,inf███lpi███nfu█████████,+33███-57███481███,1,0,903,23.9,35.6,287,26.52,33513,42.0,Email,36.55,0
Strategic Marketing Services,US,Unknown,Mesa,Consulting,1-10,5.0,16.0,2008.0,private,1,1,1255679.0,0,0,0,none,,0,93207.0,6.0,6.0,335.0,-0.120360248,4.0,1,3.0,1.0,1.0,1.0,https://azstrategicmarketingservices.com/,inf███zst███egi█████████gse████████████,+1 ███0) ███-45███,1,0,688,35.0,41.1,363,13.92,10097,47.2,Email,37.83,0
Allied Business Accountants,AU,OC,Melbourne,Accounting,1-10,5.0,13.0,2011.0,private,1,1,2970196.0,0,0,0,none,,0,195183.5,8.0,8.0,1564.0,0.349439172,5.0,0,3.0,1.0,1.0,1.0,https://alliedaccountants.com.au/,adm███all███acc█████████com██████,+61███0-9███050███,1,0,1566,24.4,46.5,201,14.88,12434,38.3,Email,38.31,0
Conneqt Business Solutions,IN,AS,Bangalore,Analytics,10001+,15000.0,6.0,2018.0,private,1,1,228945.0,0,0,0,none,,0,195183.5,7.0,7.0,96987.0,-0.726549152,31.0,0,3.0,1.0,1.0,1.0,https://conneqtcorp.com/in/,mar███ing███nne█████████m,+91███ 61███600███,0,0,97013,8.2,81.3,145,0.84,7533644,33.8,Email,36.04,0
Winpos Ab,FI,EU,Helsinki,Information Technology,11-50,30.0,27.0,1997.0,private,1,1,693426.0,0,0,0,none,,0,1201411.0,32.0,32.0,235.0,5.0,3.0,0,3.0,1.0,1.0,1.0,http://www.winpos.com,,,0,0,326,49.4,31.2,323,3.05,85558,39.6,LinkedIn,25.15,0
TUK,Unknown,Unknown,Unknown,Child Care,Unknown,30.0,14.0,,private,1,1,2386891.0,0,0,0,none,,0,195183.5,14.0,14.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://tuk.dk/,kon███t@t███dk,+45███64 ███0,0,1,1590,21.5,53.6,126,14.84,25463,45.4,Event,44.05,0
TURBO CEREAL,FR,EU,Paris,Agriculture,11-50,30.0,7.0,2017.0,private,1,1,723927.0,0,0,0,none,,0,98560.0,34.0,34.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://turbocereal.io,sup███t@t███oce█████████,,1,0,1613,49.5,45.4,134,10.95,29232,48.8,Phone,43.77,1
AMS-PAR,US,Unknown,Houston,B2B,11-50,30.0,40.0,1984.0,private,1,1,1520087.0,0,0,0,none,,0,568500.0,7.0,7.0,1587.5,-0.120360248,22.0,0,3.0,1.0,1.0,1.0,https://www.ams-par.com,,+1 ███-86███256███,0,0,1669,19.2,64.3,113,0.0,47382,35.2,LinkedIn,30.24,0
Suburban Real Estate Services,US,Unknown,Naperville,Commercial Real Estate,11-50,30.0,33.0,1991.0,private,1,1,1118196.0,0,0,0,none,,0,527342.0,10.0,10.0,1587.5,-0.120360248,13.0,1,3.0,1.0,1.0,1.0,https://suburbanrealestate.com,soc███med███sub█████████est█████████,+1 ███ 77███800███,0,0,1607,1.6,49.6,263,9.41,42610,27.0,Email,22.31,0
Wickr,US,Unknown,San Francisco,Apps,51-100,75.0,13.0,2011.0,private,1,1,19099.0,1,74608935,6,series_unknown,2021.0,15,855881.0,24.0,24.0,24253.0,-0.827339,23.0,5,257.0,15.0,1.0,5.0,https://www.wickr.com,inf███ick███om,(31███57-███5,1,1,25737,58.9,51.7,63,30.78,98107,79.4,,83.26,1
Connaught Converged Solutions,GB,EU,Sutton,Electronics,11-50,30.0,39.0,1985.0,private,1,1,2528624.0,0,0,0,none,,0,195183.5,3.0,3.0,72.0,-0.956730769,2.0,0,3.0,1.0,1.0,1.0,https://www.connaughtltd.co.uk/,enq███ies███nna█████████o.u███,+44███8-3███511███,0,0,73,14.1,47.6,134,6.2,26321,13.2,Email,19.95,0
White Mountain,ID,AS,Jakarta,Food Processing,11-50,30.0,16.0,2008.0,private,1,1,2594854.0,0,0,0,none,,0,195183.5,2.0,2.0,958.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.whitemountaingrp.com/,inf███hit███unt█████████m,904███3-2███,0,0,1056,27.0,49.2,40,4.74,47551,6.4,Event,22.3,0
Winners,CA,Unknown,Mississauga,E-Commerce,51-100,75.0,42.0,1982.0,private,1,1,308939.0,0,0,0,none,,0,195183.5,21.0,21.0,389140.0,0.324844668,5.0,1,1852.0,1.0,1.0,1.0,http://www.winners.ca/en/,,1(9███405███00,1,0,389155,45.3,51.8,295,15.36,53902,68.4,,54.01,1
CCDM,DE,EU,Potsdam,Information Technology,1-10,5.0,14.0,,private,1,1,966022.0,0,0,0,none,,0,126688.0,40.0,40.0,1144.0,0.390036452,3.0,0,3.0,1.0,1.0,1.0,https://ccdm.de,inf███cdm███,004███158███90,0,0,1207,19.6,42.3,2,13.1,21351,35.5,,27.16,0
SYN-Tech Chem & Pharm Co Ltd,TW,AS,Hsinying,Manufacturing,Unknown,30.0,42.0,1982.0,private,1,1,664834.0,0,0,0,none,,0,195183.5,12.0,12.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.syn-tech.tw/,mic███l@s███tec█████████,886███636███1,1,0,1626,36.6,39.2,193,11.16,31864,50.4,Email,41.51,1
Allbizmart,IN,AS,New Delhi,Consumer Goods,Unknown,30.0,8.0,2016.0,private,1,1,2485845.0,0,0,0,none,,0,195183.5,5.0,5.0,894.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.allbizmart.com/,sal███all███mar██████,+91███7-1███005███,0,0,900,42.0,31.5,109,6.39,31387,27.6,LinkedIn,25.59,0
Alice June Graphics,US,Unknown,St. Petersburg,Graphic Design,11-50,30.0,14.0,,private,1,1,2612832.0,0,0,0,none,,0,61495.0,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.alicejune.com/,inf███esi███gen█████████,+1-███-82███000███,0,0,1615,24.9,50.6,220,6.36,22191,39.0,Email,26.59,0
All Terrain All Electric,GB,EU,Glasgow,Automotive,1-10,5.0,5.0,2019.0,private,1,1,232973.0,1,89066,1,angel,2020.0,1,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,2,3.0,1.0,1.0,2.0,https://atae.uk,Inq███ies███ae.███,,0,0,1588,34.4,47.4,3,10.71,13261,34.2,Email,34.28,0
Almana Digital,QA,AS,Doha,Advertising,1-10,5.0,8.0,2016.0,private,1,1,553757.0,0,0,0,none,,0,195183.5,2.0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://almanadigital.qa/,,974███407███06,1,0,1637,40.8,36.3,243,17.19,15533,44.2,Email,39.78,0
Alliance Geotechnical Group,US,Unknown,Dallas,Building Material,51-100,75.0,25.0,1999.0,private,1,1,572498.0,0,0,0,none,,0,1622399.0,7.0,7.0,1587.5,-0.120360248,25.0,0,3.0,1.0,1.0,1.0,https://www.aggengr.com,aal███@ag███gr.██████,+1 ███ 44███889███,0,0,1618,22.1,55.7,165,7.44,130404,39.6,,30.4,0
Alliance Financial Services,JM,Unknown,Kingston,Financial Services,51-100,75.0,14.0,,private,1,1,1536795.0,0,0,0,none,,0,195183.5,3.0,3.0,21199.0,5.0,5.0,0,3.0,1.0,1.0,1.0,https://alliancefinancialja.com/,,,1,0,21251,42.1,40.3,25,8.71,56027,68.4,,53.07,1
AllHemp.com,US,Unknown,San Diego,Consumer Goods,11-50,30.0,14.0,,private,1,1,2325184.0,0,0,0,none,,0,195183.5,7.0,7.0,570.0,0.043956044,5.0,0,3.0,1.0,1.0,1.0,https://allhemp.com,sho███llh███.co███,,0,0,668,19.1,32.1,16,0.96,31081,21.5,Email,23.26,0
Alliance for Natural Health,US,Unknown,Edinburg,Dietary Supplements,1-10,5.0,32.0,1992.0,private,1,0,922936.0,0,0,0,none,,0,170050.0,21.0,21.0,7531.0,0.430117736,5.0,0,3.0,1.0,1.0,1.0,https://anh-usa.org,off███@an███sa.██████,,0,1,7565,37.3,37.5,215,14.17,11131,70.3,Phone,51.68,1
AlloCreche,FR,EU,Rennes,Education,1-10,5.0,13.0,2011.0,private,1,1,2113729.0,0,0,0,none,,0,195183.5,3.0,3.0,20092.0,-0.442291678,5.0,1,3.0,1.0,1.0,1.0,https://allocreche.fr/,con███t@a███cre█████████,+33███0 0███1 0███,0,0,20117,30.4,34.9,91,0.0,14424,28.8,,30.65,0
Five Good Friends,AU,OC,Brisbane,Communities,101-250,175.0,9.0,2015.0,private,1,1,221121.0,1,0,2,series_unknown,2021.0,2,195183.5,64.0,64.0,3835.0,-0.395872716,22.0,5,1.0,2.0,1.0,5.0,https://www.fivegoodfriends.com.au,api███x.j███,1(3███787███1,1,1,3840,41.6,54.3,30,31.99,99108,79.0,Phone,74.48,1
Connected Devices,US,Unknown,Chapel Hill,Information Technology,11-50,30.0,13.0,2011.0,private,1,1,2145206.0,0,0,0,none,,0,394971.0,2.0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://connecteddevices.com/,inf███onn███edd█████████m,+1 ███-80███373███,0,0,1594,34.2,38.1,204,3.69,35318,23.5,Phone,23.63,0
When In Rome Tours,IT,EU,Roma,Travel,1-10,5.0,14.0,,private,1,1,3213522.0,0,0,0,none,,0,310210.0,4.0,4.0,1840.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.wheninrometours.com,inf███hen███ome█████████,+39███ 83███470███,0,0,1959,19.1,31.0,206,7.0,29574,27.6,Phone,22.56,0
Window Classics,US,Unknown,Pembroke Pines,Building Material,11-50,30.0,46.0,1978.0,private,1,1,827144.0,0,0,0,none,,0,241605.0,30.0,30.0,2114.0,0.928832117,25.0,0,3.0,1.0,1.0,1.0,https://www.windowclassics.com,,+1 ███-34███650███,0,0,2287,26.1,76.2,106,5.18,27223,45.8,LinkedIn,34.89,0
Tuckmore Biotechnology,TW,AS,Tainan,Biotechnology,101-250,175.0,23.0,2001.0,private,1,1,1387063.0,0,0,0,none,,0,195183.5,14.0,14.0,781.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.tuckmore.com.tw/,,,0,0,795,35.0,54.0,145,6.2,107715,27.4,Phone,26.09,0
Triathlon Batterien GmbH,DE,EU,Glauchau,Battery,Unknown,30.0,14.0,,private,1,1,925692.0,0,0,0,none,,0,238360.0,3.0,3.0,10624.0,5.0,5.0,0,3.0,1.0,1.0,1.0,https://www.triathlon-batterien.de/en,,+49███63 ███5-0███,0,0,10645,27.1,37.8,100,11.69,48809,56.5,LinkedIn,35.96,0
Triangle Transactions,US,Unknown,Marlborough,Emergency Medicine,1-10,5.0,14.0,,private,1,1,1384263.0,0,0,0,none,,0,195183.5,5.0,5.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.triangletransactions.com,,025███4-5███,1,0,1592,37.6,46.2,317,15.04,14435,41.0,Phone,38.57,0
Royal Delft,NL,EU,Delft,Consumer Goods,51-100,75.0,14.0,,public,1,1,1164222.0,0,0,0,none,,0,318294.0,72.0,72.0,16203.0,-0.62566709,2.0,0,3.0,1.0,2.0,1.0,https://www.royaldelft.com,,+31███-25███30,0,0,16319,22.1,44.9,240,8.34,56081,47.1,Email,31.81,0
"AMI Mechanical, Inc.",US,Unknown,Westminster,Consulting,251-500,375.0,40.0,1984.0,private,1,1,632619.0,0,0,0,none,,0,195183.5,5.0,5.0,1587.5,-0.120360248,53.0,0,3.0,1.0,1.0,1.0,http://amimechanical.com,sys███s@a███ech█████████m,(30███280███48,0,0,1641,19.4,89.5,246,3.49,209984,19.1,Email,31.13,0
Consisto,IT,EU,Brixen,Digital Marketing,11-50,30.0,23.0,2001.0,private,1,1,1046678.0,0,0,0,none,,0,136641.0,13.0,13.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://www.consisto.it/,inf███ons███o.i███,+39███72 ███616███,1,0,1956,39.9,37.5,162,19.12,22780,51.9,Email,42.62,0
Wisconsin Games Alliance,US,Unknown,Madison,Gaming,11-50,30.0,9.0,2015.0,private,1,1,2666078.0,0,0,0,none,,0,195183.5,2.0,2.0,1587.5,-0.120360248,1.0,1,3.0,1.0,1.0,1.0,https://www.wisconsingamesalliance.com,,,0,0,1592,22.9,49.5,172,0.0,32790,23.2,Phone,23.23,0
Causeway Energy,Unknown,Unknown,Unknown,Energy,Unknown,30.0,14.0,,private,1,1,1356528.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,,,,0,0,1598,0.0,39.6,34,0.0,25511,29.8,Email,23.92,0
Cawa,NL,EU,Amsterdam,Software,1-10,5.0,2.0,2022.0,private,1,1,393078.0,1,0,1,pre_seed,2022.0,0,195183.5,12.0,12.0,1454.0,1.183183183,1.0,0,3.0,1.0,1.0,1.0,https://www.cawa.tech/,inf███awa███ch,,1,0,1482,48.8,30.1,283,25.53,12739,52.4,Event,45.52,0
Synergy Prep,US,Unknown,Bronx,Education,11-50,30.0,9.0,2015.0,private,1,1,1939173.0,0,0,0,none,,0,195183.5,6.0,6.0,271.0,-0.120360248,3.0,0,3.0,1.0,1.0,1.0,https://www.synergy-prep.com,inf███yne███-pr█████████,+1 ███29 ███ 38███,0,0,323,29.3,48.2,358,14.18,29406,8.0,Phone,17.7,0
SyncMusic.Rocks,HK,AS,Wan Chai,Consulting,1-10,5.0,5.0,2019.0,private,1,1,2634580.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.syncmusic.rocks,con███t@s███mus█████████,+85███197███71,1,0,1602,28.7,54.3,357,5.27,15123,41.4,LinkedIn,37.86,0
Web & Software Applications,IT,EU,Cantu,Advertising,1-10,5.0,21.0,2003.0,private,1,1,3145743.0,0,0,0,none,,0,195183.5,12.0,12.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.wsanet.it,inf███san███it,+39███8 7███393███,1,0,1592,29.8,64.7,20,14.82,12484,30.2,,41.18,0
Allied International,US,Unknown,Glen Burnie,Food and Beverage,1-10,5.0,14.0,,private,1,1,317393.0,0,0,0,none,,0,49606.0,5.0,5.0,3758.0,5.0,1.0,0,3.0,1.0,1.0,1.0,https://www.alliedint.com/,all███@al███din██████,+1 ███-42███003███,0,0,3833,16.4,31.2,307,5.75,29888,49.8,Event,25.93,0
All Fit,JP,AS,Musashino,Advertising,Unknown,30.0,15.0,2009.0,private,1,1,2292114.0,0,0,0,none,,0,195183.5,5.0,5.0,1587.5,-0.120360248,5.0,4,3.0,1.0,1.0,4.0,https://www.all-fit.co.jp,inf███ll-███.co██████,042███4-9███,1,0,1646,19.2,49.6,162,18.61,26359,40.4,,39.04,0
All Seasons Textile Services,US,Unknown,Clinton,Facilities Support Services,1-10,5.0,32.0,1992.0,private,1,1,1606008.0,0,0,0,none,,0,97474.0,4.0,4.0,958.0,-0.120360248,3.0,0,3.0,1.0,1.0,1.0,https://www.allseasonstextile.net/,inf███lls███ons█████████et,+1-███-85███963███,1,0,963,9.8,39.1,96,23.7,13786,26.8,LinkedIn,34.75,0
Alpha-Tech,LB,AS,Beirut,Medical Device,11-50,30.0,36.0,1988.0,private,1,1,2769145.0,0,0,0,none,,0,195183.5,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.alpha-tech.com.lb/,inf███lph███ech█████████,+96███ 90███51,0,0,1740,19.0,50.3,306,0.0,57875,32.8,Email,23.64,0
FleetRunnr,US,Unknown,Wilmington,Cloud Management,11-50,30.0,5.0,2019.0,private,1,1,355543.0,0,0,0,none,,0,922950.0,28.0,28.0,864.0,-0.120360248,5.0,3,3.0,1.0,1.0,3.0,http://www.fleetrunnr.com,sup███t@f███tru█████████,,1,0,980,29.0,32.2,338,9.96,65469,44.9,,36.71,0
fluxicon,NL,EU,Eindhoven,Information Technology,1-10,5.0,14.0,2010.0,private,1,1,367396.0,0,0,0,none,,0,195183.5,44.0,44.0,5118.0,0.009069401,1.0,1,3.0,1.0,1.0,1.0,http://www.fluxicon.com/,inf███lux███n.c███,+31███)62███6–4██████,0,0,5142,25.3,30.7,54,4.99,32388,39.5,,28.97,0
Hipsell,CA,Unknown,Toronto,Internet,Unknown,30.0,14.0,,private,1,1,3001168.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,2,3.0,1.0,1.0,2.0,,,,1,0,1610,29.3,37.8,332,10.18,25575,54.0,,39.47,0
CONSTANT,FR,EU,Bresles,Recycling,11-50,30.0,14.0,,private,1,1,1021483.0,0,0,0,none,,0,87953.0,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.constant-sa.com,con███ntc███e@o█████████,33 ███4 0███0 1███,1,0,1633,33.6,44.6,126,1.43,44519,39.3,LinkedIn,40.34,0
Conlea,PL,EU,Gdansk,Corporate Training,11-50,30.0,13.0,2011.0,private,1,1,1009912.0,0,0,0,none,,0,377774.0,37.0,37.0,3708.0,-0.741944464,2.0,1,3.0,1.0,1.0,1.0,https://www.conlea.pl,lea███con███.pl███,+48███ 73███ 10███,0,0,3713,45.9,36.5,192,3.86,34752,22.8,LinkedIn,25.55,0
Winnington,SE,EU,Hökerum,Retail,51-100,75.0,16.0,2008.0,private,1,1,1014844.0,0,0,0,none,,0,178388.0,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://winnington.se/,,+46███ 23███ 00███,0,0,1608,4.9,49.3,242,9.29,47684,26.9,Email,21.76,0
Wit.ai,US,Unknown,Palo Alto,Artificial Intelligence (AI),1-10,5.0,11.0,2013.0,private,0,1,58283.0,1,3120000,2,seed,2014.0,10,388413.0,4.0,4.0,38322.0,-0.204921264,5.0,0,29.0,10.0,1.0,1.0,https://www.wit.ai/,con███t@w███ai,,0,0,38322,46.6,52.2,348,4.9,22256,30.8,LinkedIn,30.93,0
Amerihealth Medical Group,US,Unknown,Miami,Health Care,11-50,30.0,19.0,2005.0,private,1,1,1379023.0,0,0,0,none,,0,9206239.0,2.0,2.0,1587.5,-0.120360248,6.0,0,3.0,1.0,1.0,1.0,https://amgsupplies.com,wec███@am███ppl█████████,+1 ███ 23███088███,0,0,1662,29.7,49.6,87,8.12,479770,33.5,Email,27.88,0
Tuel Skincare,US,Unknown,San Leandro,Beauty,11-50,30.0,45.0,1979.0,private,1,1,1004441.0,0,0,0,none,,0,195183.5,7.0,7.0,4240.0,2.652024117,4.0,0,3.0,1.0,1.0,1.0,https://tuelskincare.com/,inf███uel███nca█████████,+1 ███-76███597███,1,0,4241,32.2,56.2,335,17.41,32439,67.0,Email,45.23,1
True Beauty,DE,EU,Munich,Beauty,1-10,5.0,14.0,,private,1,1,396798.0,1,0,1,seed,2022.0,1,195183.5,4.0,4.0,1587.5,-0.120360248,1.0,1,6.0,1.0,1.0,1.0,https://tb-truebeauty.com/,inf███b-t███bea█████████,,0,0,1779,37.0,44.1,214,0.0,21675,41.4,LinkedIn,32.98,0
Studio Gulo AB,SE,EU,Täby,Consulting,1-10,5.0,12.0,2012.0,private,1,1,2012999.0,0,0,0,none,,0,129851.0,17.0,17.0,112.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.studiogulo.se/,inf███tud███ulo██████,467███633███,0,1,124,20.4,34.3,91,20.34,9340,45.0,Phone,41.91,0
La Coop Comax,CA,Unknown,Saint-hyacinthe,Agriculture,251-500,375.0,14.0,,private,1,1,2616197.0,0,0,0,none,,0,1666750.0,14.0,14.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.comax.coop/,,1-4███799███11,0,0,1602,26.9,54.9,302,0.0,276069,32.5,Email,24.71,0
Worldwide Door Components,US,Unknown,Lutz,Building Material,101-250,175.0,41.0,1983.0,private,1,1,1778666.0,0,0,0,none,,0,181661.0,6.0,6.0,1587.5,-0.120360248,4.0,0,3.0,1.0,1.0,1.0,http://www.wwph.com.cn/main.asp,,+1 ███-74███006███,0,0,1595,35.1,38.4,234,2.44,102113,32.8,Event,25.05,0
Stuart Rowlands PR,US,Unknown,Rancho Mirage,Consulting,1-10,5.0,47.0,1977.0,private,1,1,2354429.0,0,0,0,none,,0,79936.0,2.0,2.0,1587.5,-0.120360248,1.0,0,3.0,1.0,1.0,1.0,https://stuartrowlandspr.com,stu███@st███tro█████████com███,1 (███) 8███108███,0,0,1600,26.1,48.1,183,5.25,13993,5.4,,19.73,0
Windler & Windler,US,Unknown,Grandview,Accounting,Unknown,30.0,14.0,,private,1,1,2735573.0,0,0,0,none,,0,60029.0,14.0,14.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.windlercpa.com,win███rcp███ol.██████,+1-███-76███022███,0,0,1756,30.1,56.6,37,4.99,18936,25.4,LinkedIn,27.46,0
Cattaneo Electromechanics,IT,EU,Busto Arsizio,Electronics,11-50,30.0,14.0,,private,1,1,2285308.0,0,0,0,none,,0,91931.0,9.0,9.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.eccattaneo.com,inf███cca███neo██████,+39███31 ███222███,0,0,1587,15.7,47.7,138,0.0,19666,39.6,Phone,26.67,0
Cavenagh Health,GB,EU,London,Life Science,11-50,30.0,4.0,2020.0,private,1,1,2142908.0,0,0,0,none,,0,167902.0,3.0,3.0,832.0,-0.120360248,3.0,0,3.0,1.0,1.0,1.0,https://cavenaghhealth.com/,inf███tag███.ca█████████m,,1,0,968,15.2,30.4,194,9.56,31996,25.0,,32.9,0
SnapEvent,LV,EU,Riga,Apps,1-10,5.0,10.0,2014.0,private,0,1,2155265.0,1,69349,1,debt_financing,2014.0,1,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://snapevent.co/,,,0,0,1620,32.9,36.7,14,6.45,14654,44.2,Email,27.15,0
Web Stack Technologies,IN,AS,Nagpur,Software,11-50,30.0,8.0,2016.0,private,1,1,1693263.0,0,0,0,none,,0,195183.5,9.0,9.0,428.0,0.805907173,5.0,0,3.0,1.0,1.0,1.0,https://www.webstacktechno.com/,inf███ebs███kte█████████,820███516███,0,0,431,42.1,54.6,256,9.14,29297,40.9,LinkedIn,27.81,0
Atlanta Family Dentistry,US,Unknown,Smyrna,Dental,1-10,5.0,15.0,2009.0,private,1,1,2188002.0,0,0,0,none,,0,10557.0,2.0,2.0,5748.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://atlfamilydentistry.com,inf███tlf███lyd█████████com███,+1 ███ 85███442███,1,0,5752,14.7,42.6,134,13.97,5614,29.6,Email,38.71,0
Storybench,US,Unknown,Boston,Journalism,11-50,30.0,10.0,2014.0,private,1,1,2098001.0,0,0,0,none,,0,195183.5,7.0,7.0,24325.0,1.567824343,5.0,0,3.0,1.0,1.0,1.0,https://www.storybench.org/,,,0,0,24573,19.4,44.6,0,3.71,28996,31.1,Phone,32.03,0
Alive world,CA,Unknown,Brantford,Internet,1-10,5.0,14.0,2010.0,private,0,1,1774153.0,0,0,0,none,,0,195183.5,48.0,48.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://alivenetwork.exofire.net,mat███wle███eak█████████ail█████████,,1,0,1592,36.3,50.1,48,19.66,21265,50.1,LinkedIn,36.26,0
Allevia Medical Center,QA,AS,Al Wukair,Health Care,51-100,75.0,14.0,,private,1,1,844727.0,0,0,0,none,,0,195183.5,5.0,5.0,747.0,-0.165363129,5.0,0,3.0,1.0,1.0,1.0,https://alleviamedicalcenter.com,inf███lle███med█████████r.c███,974███4 1███99,1,0,750,20.2,49.6,95,11.14,47443,27.2,LinkedIn,36.88,0
Allisy,NL,EU,Amsterdam,Advertising,1-10,5.0,6.0,2018.0,private,1,1,1756945.0,0,0,0,none,,0,195183.5,5.0,5.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.allisy.nl/,inf███lli███nl,20-███-65███,0,0,1698,12.1,46.2,200,13.64,28766,22.4,Email,21.97,0
Alliance BRG,US,Unknown,Maumee,Advice,Unknown,30.0,30.0,1994.0,private,1,1,2569862.0,0,0,0,none,,0,136194.0,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.alliancebrg.com,,+1-███-86███379███,0,0,1620,15.8,42.3,25,0.0,24078,30.8,Email,26.05,0
Alpha Energy,US,Unknown,Annapolis,Consulting,1-10,5.0,16.0,2008.0,private,1,1,519945.0,0,0,0,none,,0,195183.5,4.0,4.0,1587.5,-0.120360248,2.0,0,3.0,1.0,1.0,1.0,https://www.alpha-energy.com,inf███lph███ner█████████,+1 ███ 77███813███,0,0,1592,6.3,39.1,342,10.24,46480,12.2,Phone,16.35,0
